종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"117580","대성에너지","KOSPI",,,"043502","연료용 가스 제조 및 배관공급업","12",,"27500000","1000","27500000000","원(KRW)","대표이사 김영훈
대표이사 우중본","053-606-1000","대구광역시 중구 명덕로 85 (남산동)"
"025440","대성엘텍","KOSDAQ","중견기업부",,"032605","영상 및 음향기기 제조업","12",,"100091343","500","50045671500","원(KRW)","박상규","02-867-0061","서울 금천구 가산동 60-19 번지 "
"027830","대성창투","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"40000000","500","20000000000","원(KRW)","김영훈, 박근진 (각자대표이사)","02-559-2900","서울특별시 강남구 역삼로 165 해성빌딩4층 "
"104040","대성파인텍","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"31301281","100","3130128100","원(KRW)","김병준","055-289-4883","경상남도 창원시 성산구 남면로 627 (외동) "
"016710","대성홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"16089459","1000","16089459000","원(KRW)","대표이사 김영훈
대표이사 김정주","053-606-1000","대구광역시 중구 명덕로 85 대성홀딩스"
"332290","대신밸런스제7호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5205000","100","520500000","원(KRW)","박규상","02-769-3635","서울특별시 중구 삼일대로 343 &nbsp;"
"336570","대신밸런스제8호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5610000","100","561000000","원(KRW)","한양현","02-769-3635","서울특별시 중구 삼일대로 343 &nbsp;"
"369370","대신밸런스제9호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4210000","100","421000000","원(KRW)","임병완","02-769-2239","서울특별시 중구 삼일대로 343 "
"020180","대신정보통신","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","03",,"38428915","500","19214457500","원(KRW)","이재원, 최현택 (각자 대표이사)","02  -2107-5009","광주광역시 서구 상무중앙로 110(치평동, 우체국보험광주회관) "
"003540","대신증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"50773400","5000","434867000000","원(KRW)","오익근","02-769-2000","서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터"
"045390","대아티아이","KOSDAQ","우량기업부",,"032809","기타 전기장비 제조업","12",,"71151522","100","7115152200","원(KRW)","최 진 우","032-680-0800","경기도 부천시 오정구 수도로 139 "
"009190","대양금속","KOSPI",,,"032401","1차 철강 제조업","12",,"29565939","500","14782969500","원(KRW)","조상종","02-2156-5500","충청남도 예산군  신암면 추사로 146-8 "
"108380","대양전기공업","KOSDAQ","우량기업부",,"033101","선박 및 보트 건조업","12",,"9567333","500","4783666500","원(KRW)","서영우","051-200-5331","부산광역시 사하구 장평로 245 "
"006580","대양제지","KOSDAQ","우량기업부",,"031701","펄프, 종이 및 판지 제조업","12",,"26850000","500","13425000000","원(KRW)","권영,권혁홍","031-490-9302","경기도 안산시 단원구  신원로 50 "
"014160","대영포장","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"108394549","500","54197274500","원(KRW)","권혁홍, 권택환","031-490-9300","경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))"
"047040","대우건설","KOSPI",,,"064101","건물 건설업","12",,"415622638","5000","2078113190000","원(KRW)","김형","02-2288-3114","서울특별시 중구 을지로 170 (을지로4가)"
"009320","대우부품","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"47646375","500","23823187500","원(KRW)","서준교,서중호(각자 대표)","063-530-8171","전라북도 정읍시  공단2길 3 "
"042660","대우조선해양","KOSPI",,,"033101","선박 및 보트 건조업","12",,"107290669","5000","541453345000","원(KRW)","이성근","055-735-2114","경상남도 거제시 거제대로 3370 (아주동)"
"003090","대웅","KOSPI",,,"116409","기타 금융업","12",,"58141980","500","29070990000","원(KRW)","윤재춘","02-550-8800","경기 성남시 중원구 상대원동 223-23"
"069620","대웅제약","KOSPI",,,"032102","의약품 제조업","12",,"11586575","2500","28966437500","원(KRW)","전승호, 윤재춘","02-550-8800","경기도 화성시 향남읍 제약공단4길 35-14 -"
"007680","대원","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"12099998","500","6049999000","원(KRW)","전응식","043-264-1115","충청북도 청주시 흥덕구 직지대로435번길 15(송정동) &nbsp"
"000430","대원강업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"62000000","500","31000000000","원(KRW)","허재철, 허승호, 유병우","02-3455-7300","충청남도 천안시 서북구 성거읍 오목모전길 117-8 대원강업주식회사"
"048910","대원미디어","KOSDAQ","우량기업부",,"074607","기타 전문 도매업","12",,"12578946","500","6319473000","원(KRW)","정욱, 정동훈","02-6373-3000","서울특별시 용산구 한강대로23길 55 6층 1-1호(한강로3가,현대아이파크몰 테마파크) "
"005710","대원산업","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"20037600","500","10018800000","원(KRW)","허재건, 허재명, 김재덕","031 -495 -2301","경기도 안산시 단원구 원시로 179 "
"006340","대원전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"71016967","500","36819083500","원(KRW)","서명환","041-339-3400","충청남도 예산군  고덕면 호음덕령길 92 "
"003220","대원제약","KOSPI",,,"032102","의약품 제조업","12",,"20243603","500","10121801500","원(KRW)","백승호,백승열","02-2204-7000","서울특별시 성동구 천호대로 386 대원제약"
"024890","대원화성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"41249152","500","20624576000","원(KRW)","강동엽","031-372-3992","서울특별시 강남구 봉은사로 327 궁도빌딩 13층"
"290380","대유","KOSDAQ","중견기업부",,"032003","비료, 농약 및 살균, 살충제 제조업","12",,"9052400","500","4526200000","원(KRW)","김우동","02-556-6293","서울특별시 강남구 학동로77길 26 (청담동, 대유빌딩) "
"002880","대유에이텍","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"106915987","500","53457993500","원(KRW)","권의경","062-940-8672","광주광역시 광산구  소촌로123번길 40-12 "
"290120","대유에이피","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"10884299","500","5442149500","원(KRW)","이석근","063-210-3900","전라북도 완주군 봉동읍 완주산단8로 66 "
"000300","대유플러스","KOSPI",,,"032604","통신 및 방송 장비 제조업","12",,"118955127","500","59477563500","원(KRW)","조상호","031-737-7000","광주광역시 광산구 소촌로123번길 40-16 2층(소촌동)"
"120240","대정화금","KOSDAQ","우량기업부",,"032001","기초 화학물질 제조업","12",,"7190391","500","3595195500","원(KRW)","송영준","031-488-8822","경기도 시흥시 서해안로 186 대정화금(주) 정돵동, 시화공단 1다 107"
"003310","대주산업","KOSDAQ","중견기업부",,"031008","동물용 사료 및 조제식품 제조업","12",,"35392350","500","18696175000","원(KRW)","정석원","02  -2201-8107","서울특별시 광진구 구의강변로 44 (구의동)"
"114920","대주이엔티","KONEX","일반기업부",,"032401","1차 철강 제조업","12","현대차증권","3469500","500","1734750000","원(KRW)","황광수","070-7015-1337","인천광역시 중구 신포로 4 (사동) 4층"
"078600","대주전자재료","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"15387644","500","7693822000","원(KRW)","임일지,임중규(각자대표)","(031)498-2901","경기 시흥시 정왕동 1236-10 "
"012800","대창","KOSPI",,,"032402","1차 비철금속 제조업","12",,"91140499","500","45570249500","원(KRW)","조시영, 김옥렬","031-496-3000","경기도 시흥시 공단1대로 391 "
"015230","대창단조","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"14286115","1000","14286115000","원(KRW)","박권일","055-329-3911","경남 김해시 생림면 봉림리 1072-1"
"096350","대창솔루션","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"163761009","100","16376100900","원(KRW)","김대성","052-711-7700","부산광역시 강서구 화전산단1로 155 화전동"
"140520","대창스틸","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"20000000","500","10000000000","원(KRW)","문창복, 문경석","032-816-7700","인천광역시 남동구 아암대로 1213 &nbsp"
"131220","대한과학","KOSDAQ","벤처기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"7454490","500","3727245000","원(KRW)","서정구,서현정(공동대표)","033-737-7500","강원도 원주시  지정면 신평석화로 326 대한과학"
"010170","대한광통신","KOSDAQ","우량기업부",,"032803","절연선 및 케이블 제조업","12",,"73741625","500","36870812500","원(KRW)","박하영","031  -494 -1011","경기도 안산시 단원구 장자골로 49 "
"060900","대한그린파워","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"153287035","100","15328703500","원(KRW)","박근식","070-4716-5300","전라남도 영광군 영광읍 그린테크로 23 - "
"054670","대한뉴팜","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"14354920","500","7177460000","원(KRW)","이완진","02-3415-7804","경기도 화성시 향남읍 상신리 904-3 "
"001070","대한방직","KOSPI",,,"031302","직물직조 및 직물제품 제조업","12",,"5300000","1000","5300000000","원(KRW)","설 범, 김 인호","02-368-0114","서울특별시 영등포구  국제금융로2길 17 (여의도동,대한빌딩)"
"023910","대한약품","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"6000000","500","3000000000","원(KRW)","이윤우","02-2678-8443","서울특별시 영등포구 선유로45길 3 "
"006650","대한유화","KOSPI",,,"032001","기초 화학물질 제조업","12",,"6500000","5000","41000000000","원(KRW)","정영태","02-2122-1515","서울특별시 종로구  자하문로 77 유남빌딩"
"001440","대한전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"856473009","500","428236504500","원(KRW)","나형균","02-316-9114","경기도 안양시 동안구 관양동 1746-2 대한스마트타워 "
"084010","대한제강","KOSPI",,,"032401","1차 철강 제조업","12",,"24646734","1000","24646734000","원(KRW)","이경백, 한성민 각자대표","02-1670-3300","부산광역시 사하구 하신번영로 69 "
"001790","대한제당","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"8969658","2500","24044835000","원(KRW)","김기영","032-770-1400","인천광역시 중구  월미로 116(북성동1가) "
"001130","대한제분","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"1690000","5000","8450000000","원(KRW)","이건영, 송인석","02-3455-0200","서울특별시 중구 세종대로 39 "
"003490","대한항공","KOSPI",,,"085101","항공 여객 운송업","12",,"174209713","5000","876602535000","원(KRW)","조원태, 우기홍","02-2656-7114","서울특별시 강서구 하늘길 260 "
"005880","대한해운","KOSPI",,,"085001","해상 운송업","12",,"244271090","500","122135545000","원(KRW)","김만태","02-3701-0114","서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 "
"003830","대한화섬","KOSPI",,,"032005","화학섬유 제조업","12",,"1328000","5000","6640000000","원(KRW)","박재용","02-3406-0300","서울특별시 중구  동호로 310 "
"016090","대현","KOSPI",,,"031401","봉제의복 제조업","12",,"44282310","500","26906155000","원(KRW)","신현균","02-3485-7000","서울특별시 강남구 언주로 619 (논현동, 대현그린타워) "
"069460","대호에이엘","KOSPI",,,"032402","1차 비철금속 제조업","12",,"27134839","500","13567419500","원(KRW)","노영호,최병철","053-610-5400","대구광역시 달성군  논공읍 논공중앙로 211 "
"021040","대호피앤씨","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"73112826","500","38677646000","원(KRW)","강근욱","055 -388 -4001","경상남도 양산시  산막공단북4길 13 (주)대호피앤씨 "
"067080","대화제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"18616650","500","9308325000","원(KRW)","노병태, 김은석(각자대표)","02-586-6451","강원도 횡성군  횡성읍 한우로 495 "
"298540","더네이쳐홀딩스","KOSDAQ","중견기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"7272328","500","3636164000","원(KRW)","박영준","1588-2906","서울특별시 금천구 가산디지털2로 30, 11층(가산동, 알에스엠타워) &nbsp"
"192080","더블유게임즈","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"18374502","500","9187251000","원(KRW)","김가람","02-501-7219","서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층 "
"299170","더블유에스아이","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"29237963","100","2923796300","원(KRW)","박정섭","02-6915-5350","서울특별시 강남구 봉은사로44길 31 (역삼동)"
"035290","더블유에프엠","KOSDAQ","투자주의환기종목(소속부없음)",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"36223910","500","18111955000","원(KRW)","신필순,양홍걸(각자 대표이사)","02-565-4874","서울특별시 영등포구 국회대로74길 12 9층 901호 (여의도동,남중빌딩) "
